2026-02-15 23:28:37,618 - root - INFO - 合并后的价格数据预览：
2026-02-15 23:28:37,637 - root - INFO -               宁德时代  market_data_1_上证综指  market_data_2_深证成指  upstream_1_湖南裕能  ...  downstream_2_长城汽车  downstream_3_长安汽车  downstream_4_上汽集团        LC
2026-02-15 23:28:37,637 - root - INFO - 日期                                                                           ...
2026-02-15 23:28:37,638 - root - INFO - 2024-01-02  286.07             1345.53             1345.53            33.31  ...              83.29             144.59             111.18  108350.0
2026-02-15 23:28:37,638 - root - INFO - 2024-01-03  284.22             1344.28             1344.28            32.89  ...              81.79             141.02             111.52  106600.0
2026-02-15 23:28:37,639 - root - INFO - 2024-01-04  275.94             1333.03             1333.03            32.45  ...              80.86             137.06             111.18  100450.0
2026-02-15 23:28:37,639 - root - INFO - 2024-01-05  275.40             1353.03             1353.03            32.60  ...              80.26             133.89             110.84   98650.0
2026-02-15 23:28:37,640 - root - INFO - 2024-01-08  273.78             1338.03             1338.03            32.05  ...              78.34             133.10             109.90   97200.0
2026-02-15 23:28:37,640 - root - INFO - ...            ...                 ...                 ...              ...  ...                ...                ...                ...       ...
2026-02-15 23:28:37,641 - root - INFO - 2025-12-25  696.42             1834.74             1834.74            67.57  ...              78.10             115.64             121.71  123520.0
2026-02-15 23:28:37,641 - root - INFO - 2025-12-26  698.97             1832.24             1832.24            71.89  ...              79.93             116.36             121.93  130520.0
2026-02-15 23:28:37,641 - root - INFO - 2025-12-29  689.76             1834.74             1834.74            68.05  ...              79.42             115.64             121.41  118820.0
2026-02-15 23:28:37,642 - root - INFO - 2025-12-30  689.56             1824.74             1824.74            67.58  ...              79.09             115.64             121.33  121580.0
2026-02-15 23:28:37,642 - root - INFO - 2025-12-31  686.07             1815.99             1815.99            65.63  ...              79.48             115.33             120.78  121580.0
2026-02-15 23:28:37,642 - root - INFO - 
2026-02-15 23:28:37,643 - root - INFO - [485 rows x 10 columns]
2026-02-15 23:28:37,644 - root - ERROR - D:\anaconda\Lib\site-packages\statsmodels\tsa\stattools.py:1545: FutureWarning: verbose is deprecated since functions should not print results
2026-02-15 23:28:37,645 - root - ERROR -   warnings.warn(
2026-02-15 23:28:39,020 - root - INFO - 因果网络构建完成：
2026-02-15 23:28:39,029 - root - INFO -                      宁德时代  market_data_1_上证综指  market_data_2_深证成指  ...  downstream_3_长安汽车  downstream_4_上汽集团     LC
2026-02-15 23:28:39,030 - root - INFO - 宁德时代                False               False               False  ...              False              False  False
2026-02-15 23:28:39,031 - root - INFO - market_data_1_上证综指   True               False               False  ...              False              False  False
2026-02-15 23:28:39,031 - root - INFO - market_data_2_深证成指   True               False               False  ...              False              False  False
2026-02-15 23:28:39,032 - root - INFO - upstream_1_湖南裕能      True               False               False  ...              False              False  False
2026-02-15 23:28:39,032 - root - INFO - upstream_2_盛新锂能      True               False               False  ...              False              False  False
2026-02-15 23:28:39,033 - root - INFO - downstream_1_比亚迪    False               False               False  ...              False              False  False
2026-02-15 23:28:39,033 - root - INFO - downstream_2_长城汽车   False               False               False  ...              False              False  False
2026-02-15 23:28:39,034 - root - INFO - downstream_3_长安汽车   False                True                True  ...              False              False  False
2026-02-15 23:28:39,034 - root - INFO - downstream_4_上汽集团   False               False               False  ...              False              False  False
2026-02-15 23:28:39,035 - root - INFO - LC                   True                True                True  ...              False              False  False
2026-02-15 23:28:39,035 - root - INFO - 
2026-02-15 23:28:39,036 - root - INFO - [10 rows x 10 columns]
2026-02-15 23:28:39,193 - matplotlib.pyplot - DEBUG - Loaded backend qtagg version 5.15.10.
2026-02-15 23:28:39,265 - matplotlib.font_manager - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymReg.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizTwoSymReg.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmr10.ttf', name='cmr10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2026-02-15 23:28:39,266 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='D:\\anaconda\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
